,"�?Key""""""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
69,Q5HXLS47,journalArticle,2024,"Gao, Yuliang; Li, Zhen; Li, Bin; Zhang, Lifeng",Extraction of Corn Plant Phenotypic Parameters with Keypoint Detection and Stereo Images,Agronomy,,2073-4395,10.3390/agronomy14061110,https://www.mdpi.com/2073-4395/14/6/1110,"Corn is a global crop that requires the breeding of superior varieties. A crucial aspect of the breeding process is the accurate extraction of phenotypic parameters from corn plants. The existing challenges in phenotypic parameter extraction include low precision, excessive manual involvement, prolonged processing time, and equipment complexity. This study addresses these challenges by opting for binocular cameras as the data acquisition equipment. The proposed stereo corn phenotype extraction algorithm (SCPE) leverages binocular images for phenotypic parameter extraction. The SCPE consists of two modules: the YOLOv7-SlimPose model and the phenotypic parameter extraction module. The YOLOv7-SlimPose model was developed by optimizing the neck component, refining the loss function, and pruning the model based on YOLOv7-Pose. This model can better detect bounding boxes and keypoints with fewer parameters. The phenotypic parameter extraction module can construct the skeleton of the corn plant and extract phenotypic parameters based on the coordinates of the keypoints detected. The results showed the effectiveness of the approach, with the YOLOv7-SlimPose model achieving a keypoint mean average precision (mAP) of 96.8% with 65.1 million parameters and a speed of 0.09 s/item. The phenotypic parameter extraction module processed one corn plant in approximately 0.2 s, resulting in a total time cost of 0.38 s for the entire SCPE algorithm to construct the skeleton and extract the phenotypic parameters. The SCPE algorithm is economical and effective for extracting phenotypic parameters from corn plants, and the skeleton of corn plants can be constructed to evaluate the growth of corn as a reference. This proposal can also serve as a valuable reference for similar functions in other crops such as sorghum, rice, and wheat.",23/05/2024,14/11/2025 15:55,14/11/2025 16:28,14/11/2025 16:28,1110,,6,14,,Agronomy,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21/11/2025 19:42,
27,3EGH5R2X,journalArticle,2025,"Deng, Linqiang; Ma, Rongting; Chen, BaoFan; Song, Guozhu",A detection method for synchronous recognition of string tomatoes and picking points based on keypoint detection,Frontiers in Plant Science,,1664-462X,10.3389/fpls.2025.1614881,https://www.frontiersin.org/articles/10.3389/fpls.2025.1614881/full,"In the greenhouse environment, factors such as variable lighting conditions, the similarity in color between fruit stems and background, and the complex growth posture of string tomatoes lead to low detection accuracy for picking points. This paper proposes a detection method for the synchronous recognition of tomatoes and their picking points based on keypoint detection. Using YOLOv8n-pose as the baseline model, we constructed the YOLOv8-TP model. To reduce the computational load of the model, we replaced the C2f module in the backbone network with the C2f-OREPA module. To enhance the model’s accuracy and performance, we introduced a PSA mechanism after the backbone network. Additionally, to strengthen the model’s feature extraction capabilities, we incorporated CGAFusion at the end of the Neck, which adaptively emphasizes important features while suppressing less important ones, thereby enhancing feature expressiveness. Experimental results show that the YOLOv8-TP model achieved an accuracy of 89.8% in synchronously recognizing tomatoes and picking points, with an inference speed of 154.7 FPS. The YOLOv8n-pose model achieves an inference speed of 148.6 FPS. Compared to the baseline model, YOLOv8-TP improved precision, mAP@.5, mAP@.5:.95, and F1-score by 0.6%, 1%, 2%, and 1%, respectively, while reducing model complexity by 8.1%. The Euclidean distance error for detecting picking points was less than 25 pixels, and the depth error was less than 3 millimeters. This method demonstrates excellent detection performance and provides a reference model for detecting string tomatoes and their picking points.",24/07/2025,14/11/2025 15:52,14/11/2025 16:24,14/11/2025 16:24,1614881,,,16,,Front. Plant Sci.,,,,,,,,,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21/11/2025 19:42,
310,8N5UQJHP,journalArticle,2025,"Shi, Guozhao; Zhang, Fugui; Wu, Xuemei",Robust keypoint-based method for peduncle pose estimation in unstructured environments,Computers and Electronics in Agriculture,,0168-1699,10.1016/j.compag.2025.110380,https://www.sciencedirect.com/science/article/pii/S0168169925004867,"Visual detection for automated fruit harvesting in unstructured environments constitutes a critical technical challenge, especially for fruit peduncles, which exhibit greater sensitivity to environmental factors than the fruits themselves. To address this challenge, this paper proposes a top-down keypoint detection method for pepper peduncles in unstructured environments. The proposed method enables accurate estimation of peduncle poses. The first step of the research involves validating different object detection models and employing ones to identify the bounding boxes of pepper peduncles. Subsequently, a new keypoint detection model based on the Lite Vision Transformer is proposed, leveraging the Transformer’s capacity to capture long-range spatial and semantic dependencies. Experimental results on the pepper dataset collected in unstructured environments demonstrate that the proposed model achieves an AP50 of 94.6 %. This performance surpasses multiple state-of-the-art keypoint detection methods while maintaining lightweight parameters and low computational complexity. Moreover, a series of tests reveals that the proposed method outperforms other algorithms in complex environments, especially in occlusion scenarios. Finally, a comprehensive evaluation of the top-down approach is conducted, examining the influence of object detection and keypoint detection models on overall performance. The proposed keypoint detection model achieves the highest performance, with a detection speed of 9.38 FPS when using YOLOv8s as the object detection model, and an AP50 of 83.6 % when using YOLOv8l. Experiments conducted in real unstructured environments demonstrated the robustness of the proposed method, effectively detecting the posture of dense and occluded chili pepper peduncles. This research can be extended to the detection of fruit peduncles in other crops, providing a foundation for pose estimation of fruit peduncles in complex environments.",01/09/2025,20/11/2025 21:48,20/11/2025 21:48,20/11/2025 21:48,110380,,,236,,Computers and Electronics in Agriculture,,,,,,,,,,,,,ScienceDirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21/11/2025 19:43,
286,FKYYUPZJ,conferencePaper,2024,"Du, Xueyi; Huang, Wenhui; Min, Huasong",SDSLP-YOLO: An End-to-End Model for Simultaneously Detecting Strawberry and Locating Picking Point,2024 China Automation Congress (CAC),,,10.1109/CAC63892.2024.10865495,https://ieeexplore.ieee.org/document/10865495,"Accurately identifying strawberries and locating picking points are prerequisites for harvesting robots. To address the issues of multiple detections, missed detections, and false detections, as well as inaccurate picking point localization caused by large differences in fruit shape, complex backgrounds, and occlusions during the picking process, this paper proposes a method based on the YOLOv8-pose model. First, a dual-path feature extraction backbone network (LGFBNet) that combines convolution and Transformer is proposed. This module enhances the richness and expressiveness of features by coupling global and local features, effectively solving the issue of multiple detections caused by large differences in fruit shape. Secondly, CBAM is introduced into the neck of the network, allowing the network to focus more on the distinguishing features between the strawberries and the background, effectively addressing the missed and false detections caused by complex backgrounds. Finally, the NWD-CIoU weighted loss function is introduced, where the scale-balancing property of NWD compensates for the sensitivity of CIoU to positional shifts, reducing the additional missed detection rate caused by severe occlusions. Experimental results show that the proposed method achieves an average precision (mAP-obj) of 88.3% for strawberry detection and an average precision (mAP-kp) of 74.2% for keypoint detection, which are 1.7% and 3% higher than YOLOv8-pose, respectively. In summary, this method has significant theoretical and practical implications for tasks such as strawberry recognition and picking point localization in complex environments.",2024-11,19/11/2025 20:25,19/11/2025 20:25,19/11/2025 20:25,6098-6103,,,,,,SDSLP-YOLO,,,,,,,,,,,,IEEE Xplore,,ISSN: 2688-0938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 China Automation Congress (CAC),,,,,,,,,,,,,,,,0,21/11/2025 19:44,
276,DMACSHSF,journalArticle,2026,"Wang, Dezhi; Wang, Xiaochan; Shi, Yinyan; Zhang, Xiaolei; Chen, Yanyu; Zheng, Jinming; Liu, Nan",A lightweight keypoint detection model-based method for strawberry recognition and picking point localization in multi-occlusion scenes,Artificial Intelligence in Agriculture,,2589-7217,10.1016/j.aiia.2025.10.009,https://www.sciencedirect.com/science/article/pii/S2589721725000893,"Strawberries grown on elevated stands usually suffer from fruit occlusion issues, which severely limit the implementation of strawberry recognition and picking point localization, and the embedded devices carried by strawberry picking robots have high requirements for model lightweighting, posing a dual challenge to the efficient execution of automated picking tasks by robots. To address this issue, this study proposes a method for strawberry recognition and picking point localization in multi-occlusion scenes based on a lightweight keypoint detection model. Firstly, a strawberry dataset covering no, slight, moderate, and heavy occlusion scenes is constructed. Then, a lightweight strawberry recognition and keypoint detection network, LS-net, is proposed. LS-net improves the spatial relationship modelling capability between strawberries and stems by integrating the lightweight MobileNetv4 backbone with the Mobile Grouped-Query Attention mechanism; improves the feature pyramid network using depthwise separable convolutions and incorporates an anchor-free decoupled head network to reduce computational complexity while maintaining detection accuracy; and introduces the Matrix Non-Maximum Suppression to optimize the processing of overlapping strawberries, which effectively reduces the false negative detections. Based on the keypoint detection results from LS-net, the picking point coordinates and stem pose are calculated after a series of processes such as region-of-interest extraction, binarization, and depth data alignment. The experimental results show that the accuracy of LS-net is 91.07 %, the mean average precision is 93.93 %, and the average pixel Euclidean distance is 4.79. By deploying LS-net to the embedded device, its frames per second reaches 78.2, and the success rates of 3D picking point localization and stem pose estimation are 84.07 % and 81.32 %, respectively. LS-net and related methods provide a visual recognition solution adapted to embedded devices for strawberry picking robots.",01/03/2026,19/11/2025 19:54,19/11/2025 19:54,19/11/2025 19:54,316-341,,1,16,,Artificial Intelligence in Agriculture,,,,,,,,,,,,,ScienceDirect,,,,E:\Zotero\storage\MXCC4EYD\S2589721725000893.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21/11/2025 19:48,
214,HK5WTFBA,journalArticle,2024,"Zheng, Jinming; Wang, Xiaochan; Shi, Yinyan; Zhang, Xiaolei; Wu, Yao; Wang, Dezhi; Huang, Xuekai; Wang, Yanxin; Wang, Jihao; Zhang, Jianfei",Keypoint detection and diameter estimation of cabbage (<i>Brassica oleracea L.</i>) heads under varying occlusion degrees via YOLOv8n-CK network,Computers and Electronics in Agriculture,,0168-1699,10.1016/j.compag.2024.109428,https://www.sciencedirect.com/science/article/pii/S0168169924008196,"Accurate and rapid estimation of cabbage head diameters is critical for precise decision-making in cabbage-harvesting equipment, thereby ensuring the quality of cabbage head harvesting. However, mature cabbage heads are enveloped by layers of outer leaves, resulting in varying degrees of occlusion, which poses significant challenges for direct detection and diameter measurement of cabbage heads. To address this problem, this study proposes a method based on the keypoint of cabbage head for estimating cabbage head diameters with different degrees of occlusion in the field. An improved deep learning model, YOLOv8n-Cabbage Keypoints (YOLOv8n-CK), is introduced to accurately and rapidly detect the keypoints of cabbage heads. Specifically, to enhance the attention of the network to occluded cabbage head features in complex images, the convolutional block attention module (CBAM) is introduced in the backbone, thereby improving the accuracy of the model in detecting the keypoints of occluded cabbage heads. Moreover, to balance the accuracy and speed of the keypoint detection network, all the Conv modules of the C2f-Bottleneck structure are replaced by Ghost modules, which effectively reduces the number of parameters in the model while maintaining its accuracy and reducing the computational complexity. Based on the results of keypoints detection, the physical diameter of cabbage heads is computed by integrating the depth information of the effective keypoints using a histogram filtering algorithm. The experimental results show that for varying degrees of occlusion, YOLOv8n-CK achieves an average precision (AP50�?5) of 99.2 % in detecting cabbage head keypoints, with 12.68 % and 13.04 % reductions in the params and floating point operations per second, respectively, compared to the original model. The mean absolute percentage error of the cabbage head diameter estimation model is 4.28 ± 0.13 %, and it exhibits favorable performance even under heavy occlusion (occlusion rate >65 %). Validation on an edge computing device shows that the model achieves 142.6 frames per second, which satisfies the real-time diameter estimation requirements for cabbage heads. These findings confirm the effective in-situ measurement of cabbage head diameters in the field, offering innovative insights for the development of efficient and low-damage harvesting equipment for cabbage.",01/11/2024,19/11/2025 07:47,19/11/2025 07:47,19/11/2025 07:47,109428,,,226,,Computers and Electronics in Agriculture,,,,,,,,,,,,,ScienceDirect,,,,E:\Zotero\storage\FH9KUCAB\S0168169924008196.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21/11/2025 19:48,
89,77C6ZGW3,journalArticle,2024,"Huang, Yikun; Zhong, Yulin; Zhong, Deci; Yang, Changcai; Wei, Lifang; Zou, Zhoupei; Chen, Riqing",Pepper-YOLO: an lightweight model for green pepper detection and picking point localization in complex environments,Frontiers in Plant Science,,1664-462X,10.3389/fpls.2024.1508258,https://www.frontiersin.org/articles/10.3389/fpls.2024.1508258/full,"In the cultivation of green chili peppers, the similarity between the fruit and background color, along with severe occlusion between fruits and leaves, significantly reduces the efficiency of harvesting robots. While increasing model depth can enhance detection accuracy, complex models are often difficult to deploy on low-cost agricultural devices. This paper presents an improved lightweight Pepper-YOLO model based on YOLOv8n-Pose, designed for simultaneous detection of green chili peppers and picking points. The proposed model introduces a reversible dual pyramid structure with cross-layer connections to enhance high-and low-level feature extraction while preventing feature loss, ensuring seamless information transfer between layers. Additionally, RepNCSPELAN4 is utilized for feature fusion, improving multi-scale feature representation. Finally, the C2fCIB module replaces the CIB module to further optimize the detection and localization of large-scale pepper features. Experimental results indicate that Pepper-YOLO achieves an object detection accuracy of 82.2% and a harvesting point localization accuracy of 88.1% in complex scenes, with a Euclidean distance error of less than 12.58 pixels. Additionally, the model reduces the number of parameters by 38.3% and lowers complexity by 28.9%, resulting in a final model size of 4.3MB. Compared to state-of-the-art methods, our approach demonstrates better parameter efficiency. In summary, Pepper-YOLO exhibits high precision and real-time performance in complex environments, with a lightweight design that makes it well-suited for deployment on low-cost devices.",31/12/2024,14/11/2025 15:56,14/11/2025 16:28,14/11/2025 16:28,1508258,,,15,,Front. Plant Sci.,Pepper-YOLO,,,,,,,,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21/11/2025 19:49,
281,TITPYPJP,conferencePaper,2025,"Ai, Xinyi; Xiong, Ziming; Yuan, Jiace; Yuan, Ting",A Lightweight YOLOv8-Based Model for Tomato Objection and Keypoint Detection,2025 8th International Symposium on Big Data and Applied Statistics (ISBDAS),,,10.1109/ISBDAS64762.2025.11116862,https://ieeexplore.ieee.org/document/11116862,"In response to the challenge of balancing accuracy and real-time performance in target detection and keypoint detection for tomato cluster harvesting automation, this study proposes an improved lightweight and high-precision YOLOv8 multi-task detection model. By integrating a lightweight wavelet convolution module, optimizing the neck network for cross-scale feature fusion, and replacing the upsampling module, the model significantly reduces parameter size and computational cost while enhancing the detection accuracy of tomato clusters in complex environments. Additionally, the loss function is improved by introducing auxiliary boxes and a dynamic focusing mechanism, which helps detect densely packed small targets in complex environments. Experimental results show that the improved model achieves 93.4% accuracy in object detection and 92.9% accuracy in keypoint detection on a self-built tomato bunch dataset. The model's parameter size is reduced by 36.4%, and Gflops decreased from 8.3 to 6.6. Both object detection and keypoint detection accuracy have increased by 3.3%. Compared to the latest YOLOvll model, the improved model has 26% fewer parameters, with similar performance in both object detection and keypoint detection. This improved model is suitable for resource-constrained scenarios such as agricultural harvesting robots and provides an efficient and reliable technical solution for fruit and vegetable harvesting automation.",2025-02,19/11/2025 20:02,19/11/2025 20:02,19/11/2025 20:02,771-776,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 8th International Symposium on Big Data and Applied Statistics (ISBDAS),,,,,,,,,,,,,,,,0,22/11/2025 14:07,
28,DMUN6YVP,journalArticle,2025,"Yu, Huijiao; Zhang, Xuehui; Yan, Jun; Meng, Xianyong",YOLO11m-SCFPose: An Improved Detection Framework for Keypoint Extraction in Cucumber Fruit Phenotyping,Horticulturae,,2311-7524,10.3390/horticulturae11070858,https://www.mdpi.com/2311-7524/11/7/858,"To address the issues of low efficiency and large errors in traditional manual cucumber fruit phenotyping methods, this paper proposes the application of keypoint detection technology for cucumber phenotyping and designs an improved lightweight model called YOLO11m-SCFPose. Based on YOLO11m-pose, the original backbone network is replaced with the lightweight StarNet-S1 backbone, reducing model complexity. Additionally, an improved C3K2_PartialConv neck module is used to enhance information interaction and fusion among multi-scale features while maintaining computational efficiency. The Focaler-IoU loss function is employed to improve keypoint localization accuracy. Results show that the improved model achieves an mAP50-95 of 0.924, with a floating-point operation count (GFLOPs) of 32.1, and reduces the model size to 1.229 × 107 parameters. This model demonstrates better computational efficiency and lower resource consumption, providing an effective lightweight solution for crop phenotypic analysis.",20/07/2025,14/11/2025 15:52,14/11/2025 16:24,14/11/2025 16:24,858,,7,11,,Horticulturae,YOLO11m-SCFPose,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22/11/2025 14:08,
34,ZYMDH86Y,journalArticle,2025,"Su, Hongxiong; Wang, Sa; Su, Honglin; Ma, Fumin; Li, Yanwen; Li, Juxia",YOLOv8n-Pose-DSW: A Precision Picking Point Localization Model for Zucchini in Complex Greenhouse Environments,Agriculture,,2077-0472,10.3390/agriculture15181954,https://www.mdpi.com/2077-0472/15/18/1954,"Zucchini growth in greenhouse environments presents significant challenges for fruit recognition and picking point localization due to characteristics such as foliage occlusion, high density, structural complexity, and diverse fruit morphologies. Current recognition and localization algorithms exhibit limitations including low accuracy, restricted applicability, and procedural complexity, falling short of the requirements for precise and robust intelligent harvesting. To address these issues, this study constructs a zucchini dataset of 942 images using an Intel RealSense D455 depth camera and a smartphone, and proposes a novel keypoint detection model named YOLOv8n-Pose-DSW. The model introduces three key enhancements compared with YOLOv8n-Pose. First, the conventional upsample operator is replaced with an adaptive point sampling operator called Dysample, improving detection accuracy while reducing GPU memory consumption. Second, a Slim-Neck structure is designed to decrease computational overhead through lightweight bottleneck architecture, while preserving robust feature representation. Third, the WIoU-v3 loss is adopted to optimize bounding box regression for object detection, thereby enhancing localization accuracy. Experimental results demonstrate that YOLOv8n-Pose-DSW achieves a zucchini detection P, R, mAP@50, and mAP@50�?5 of 92.1%, 90.7%, 94.0%, and 71.4%, respectively. These metrics represent improvements of 3.3%, 11.7%, 7.4%, and 15.4%, respectively, over the original model. For picking point localization, the improved model attains a P of 93.1%, R of 89.5%, mAP@50 of 95.6%, and mAP@50�?5 of 95.2%, corresponding to gains of 8.8%, 11.0%, 11.3%, and 27.9% over the original model. Further error analysis shows that picking point localization errors are concentrated within the 0�?-pixel range, demonstrating enhanced localization precision critical for practical harvesting applications. The proposed algorithm effectively addresses greenhouse environmental challenges and provides essential technical support for intelligent zucchini harvesting systems.",16/09/2025,14/11/2025 15:52,14/11/2025 16:24,14/11/2025 16:24,1954,,18,15,,Agriculture,YOLOv8n-Pose-DSW,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22/11/2025 14:08,
